,name,total.pop,white,black,hispanic,asian
1868,"north carolina,buncombe",238318,84.4,8.5,6,1
1869,"north carolina,burke",90912,83,8.4,5.1,3.5
1870,"north carolina,cabarrus",178011,71.6,17.4,9.4,2
1871,"north carolina,caldwell",83029,88.6,6.4,4.6,0.5
1872,"north carolina,camden",9980,81.2,15.3,2.2,1.5
1873,"north carolina,carteret",66469,87.4,8,3.4,0.9
1874,"north carolina,caswell",23719,61.2,35.4,3.1,0.3
1875,"north carolina,catawba",154358,78,10.3,8.4,3.5
1876,"north carolina,chatham",63505,71.2,15.1,13,1.1
1877,"north carolina,cherokee",27444,92.3,3.7,2.5,0.5
1878,"north carolina,chowan",14793,61.1,35.5,3.2,0.4
1879,"north carolina,clay",10587,95.2,2,2.4,0.2
1880,"north carolina,cleveland",98078,74.2,22.2,2.8,0.8
1881,"north carolina,columbus",58098,60.4,32,4.6,0.3
1882,"north carolina,craven",103505,67.1,25.1,6.1,2
1883,"north carolina,cumberland",319431,47.2,41.3,9.5,2.2
1884,"north carolina,currituck:knotts",NA,NA,NA,NA,NA
1885,"north carolina,currituck:main",NA,NA,NA,NA,NA
1886,"north carolina,currituck:spit",NA,NA,NA,NA,NA
1887,"north carolina,dare",33920,88.6,4.3,6.5,0.6
1888,"north carolina,davidson",162878,82,10.3,6.4,1.2
1889,"north carolina,davie",41240,85.5,8,6.1,0.6
1890,"north carolina,duplin",58505,52.9,26.9,20.6,0.3
1891,"north carolina,durham",267587,42.1,40.5,13.5,4.6
1892,"north carolina,edgecombe",56552,37.8,58.4,3.7,0.2
1893,"north carolina,forsyth",350670,58.7,28.2,11.9,1.9
1894,"north carolina,franklin",60619,63.5,28.6,7.9,0.5
1895,"north carolina,gaston",206086,75.8,17.1,5.9,1.2
1896,"north carolina,gates",12197,63,35,1.4,0.1
1897,"north carolina,graham",8861,89.6,1.9,2.2,0.3
1898,"north carolina,granville",59916,57.7,34.5,7.5,0.5
1899,"north carolina,greene",21362,47,38.8,14.3,0.3
1900,"north carolina,guilford",488406,54.3,34.8,7.1,3.9
1901,"north carolina,halifax",54691,39.4,54.4,2.1,0.7
1902,"north carolina,harnett",114678,64.3,24,10.8,0.9
1903,"north carolina,haywood",59036,93.8,2.1,3.4,0.4
1904,"north carolina,henderson",106740,84.4,4.9,9.8,1
1905,"north carolina,hertford",24669,34.4,61.8,2.6,0.5
1906,"north carolina,hoke",46952,40.8,38,12.4,1
1907,"north carolina,hyde",5810,59.1,32.8,7.1,0.3
1908,"north carolina,iredell",159437,77.8,13.8,6.8,1.8
1909,"north carolina,jackson",40271,81.4,3.8,5.1,0.9
1910,"north carolina,johnston",168878,69.8,17.1,12.9,0.6
1911,"north carolina,jones",10153,61.2,34.2,3.9,0.3
1912,"north carolina,lee",57866,59.3,22.4,18.3,0.8
1913,"north carolina,lenoir",59495,51.3,41.9,6.6,0.4
1914,"north carolina,lincoln",78265,85.8,7.1,6.7,0.5
1918,"north carolina,mcdowell",44996,88.9,5,5.3,0.8
1915,"north carolina,macon",33922,90.2,2.4,6.6,0.6
1916,"north carolina,madison",20764,95,2.5,2,0.3
1917,"north carolina,martin",24505,52.2,44.5,3.1,0.3
1919,"north carolina,mecklenburg",919628,50.6,33.3,12.2,4.6
1920,"north carolina,mitchell",15579,94.1,1.4,4.1,0.3
1921,"north carolina,montgomery",27798,64.3,20.3,14.1,1.6
1922,"north carolina,moore",88247,77.6,15.1,6,0.9
1923,"north carolina,nash",95840,54,38.8,6.3,0.8
1924,"north carolina,new hanover",202667,76.8,16.8,5.3,1.2
1925,"north carolina,northampton",22099,38.9,59.3,1.4,0.2
1926,"north carolina,onslow",177772,68.9,19.9,10.1,1.9
1927,"north carolina,orange",133801,70.8,14.4,8.2,6.7
1928,"north carolina,pamlico",13144,74.8,21.4,3.1,0.4
1929,"north carolina,pasquotank",40661,55,40,4,1.1
1930,"north carolina,pender",52217,73.9,19.5,6.1,0.4
1931,"north carolina,perquimans",13453,71.4,26.2,2.1,0.3
1932,"north carolina,person",39464,66.8,28.5,4,0.3
1933,"north carolina,pitt",168148,57.1,36.1,5.5,1.6
1934,"north carolina,polk",20510,88.4,5.9,5.5,0.3
1935,"north carolina,randolph",141752,81.3,7.5,10.4,1
1936,"north carolina,richmond",46639,58.7,32.7,5.9,0.9
1937,"north carolina,robeson",134168,27,26.9,8.1,0.7
1938,"north carolina,rockingham",93643,73.4,20.6,5.5,0.5
1939,"north carolina,rowan",138428,73.7,17.8,7.7,1
1940,"north carolina,rutherford",67810,84.1,11.9,3.5,0.4
1941,"north carolina,sampson",63431,53.2,29,16.5,0.4
1942,"north carolina,scotland",36157,45.9,40.7,2.1,0.8
1943,"north carolina,stanly",60585,82.3,12.1,3.6,1.8
1944,"north carolina,stokes",47401,91.7,5.3,2.6,0.3
1945,"north carolina,surry",73673,85,5.1,9.7,0.5
1946,"north carolina,swain",13981,65.6,4.8,3.9,0.5
1947,"north carolina,transylvania",33090,90.8,5.6,2.9,0.4
1948,"north carolina,tyrrell",4407,53.3,39.6,5.4,1.8
1949,"north carolina,union",201292,74.6,13.6,10.4,1.6
1950,"north carolina,vance",45422,42.1,51.2,6.7,0.4
1951,"north carolina,wake",900993,62.2,23.2,9.8,5.4
1952,"north carolina,warren",20972,38,53.9,3.3,0.2
1953,"north carolina,washington",13228,45.3,51,3.5,0.3
1954,"north carolina,watauga",51079,92.5,3.1,3.4,0.9
1955,"north carolina,wayne",122623,55.6,33.7,9.9,1.2
1956,"north carolina,wilkes",69340,88.8,5.4,5.4,0.4
1957,"north carolina,wilson",81234,49.4,40.6,9.5,0.8
1958,"north carolina,yadkin",38406,86,4.3,9.8,0.2
1959,"north carolina,yancey",17818,93.5,1.8,4.6,0.2
1960,"north dakota,adams",2343,96.7,1.4,0.9,0.4
1961,"north dakota,barnes",11066,95.8,2.2,1.1,0.5
1962,"north dakota,benson",6660,43,1.4,1.2,0
1963,"north dakota,billings",783,98.5,0.4,0.5,0.5
1964,"north dakota,bottineau",6429,94.3,2.2,1.3,0.2
1965,"north dakota,bowman",3151,96.4,0.6,2.5,0.1
1966,"north dakota,burke",1968,96.1,0.8,1.9,0.7
1967,"north dakota,burleigh",81308,92.3,2,1.2,0.5
1968,"north dakota,cass",149778,90.5,4.2,2,2.4
1969,"north dakota,cavalier",3993,97.4,0.9,0.6,0.2
1970,"north dakota,dickey",5289,95.4,1.9,1.9,0.4
1971,"north dakota,divide",2071,96.9,1.1,1.4,0.3
1972,"north dakota,dunn",3536,84.4,1.9,1.1,0.3
1973,"north dakota,eddy",2385,94,1.2,2.2,0.3
1974,"north dakota,emmons",3550,97.7,0.8,1,0.2
1975,"north dakota,foster",3343,97.9,0.6,0.9,0.1
1976,"north dakota,golden valley",1680,96,1.4,2.1,0.1
1977,"north dakota,grand forks",66861,88.6,4.4,2.9,1.9
1978,"north dakota,grant",2394,97.1,1.3,0.3,0.1
1979,"north dakota,griggs",2420,98.6,0.5,0.4,0.2
1980,"north dakota,hettinger",2477,95.8,1.5,0.5,0
1981,"north dakota,kidder",2435,95.6,0.7,2.9,0.9
1982,"north dakota,la moure",NA,NA,NA,NA,NA
1983,"north dakota,logan",1990,98.2,0.8,0.6,0.3
1984,"north dakota,mchenry",5395,96.7,1,1.5,0.3
1985,"north dakota,mcintosh",2809,97,0.9,1.4,0.4
1986,"north dakota,mckenzie",6360,74.6,1.7,2.2,0.3
1987,"north dakota,mclean",8962,90.5,1.6,1.2,0.1
1988,"north dakota,mercer",8424,94.9,1.3,1.4,0.3
1989,"north dakota,morton",27471,93,2.1,1.5,0.2
1990,"north dakota,mountrail",7673,64.3,2.8,3.7,0.2
1991,"north dakota,nelson",3126,96.5,1.7,1.1,0.1
1992,"north dakota,oliver",1846,96.5,0.8,1,0.2
1993,"north dakota,pembina",7413,93.7,1.6,2.6,0.1
1994,"north dakota,pierce",4357,93.7,1.2,1,0.1
1995,"north dakota,ramsey",11451,87.2,2.9,1.2,0.4
1996,"north dakota,ransom",5457,96.8,1.2,1.2,0.4
1997,"north dakota,renville",2470,97.2,1.3,1,0.2
1998,"north dakota,richland",16321,94.1,2,1.7,0.5
1999,"north dakota,rolette",13937,20.1,2.3,1,0.1
2000,"north dakota,sargent",3829,97.1,0.8,1.3,0.2
2001,"north dakota,sheridan",1321,96.3,1.5,1.2,0.2
2002,"north dakota,sioux",4153,12.4,3,2,0.1
2003,"north dakota,slope",727,97.2,0.3,1.7,0
2004,"north dakota,stark",24199,94.1,2.1,1.9,1.2
2005,"north dakota,steele",1975,97,0.8,1,0.1
2006,"north dakota,stutsman",21100,94.8,1.9,1.7,0.5
2007,"north dakota,towner",2246,96.4,0.8,0.4,0
2008,"north dakota,traill",8121,94.7,1.7,2.6,0.3
2009,"north dakota,walsh",11119,88.4,1.6,8.7,0.3
2010,"north dakota,ward",61675,88.7,5.2,3,0.9
2011,"north dakota,wells",4207,98.5,0.6,0.5,0.1
2012,"north dakota,williams",22398,90.9,3.2,1.9,0.4
2013,"ohio,adams",28550,97.1,1.6,0.9,0.1
2014,"ohio,allen",106331,82.5,14.5,2.4,0.7
2015,"ohio,ashland",53139,96.6,1.7,0.9,0.5
2016,"ohio,ashtabula",101497,90.8,5.6,3.4,0.4
2017,"ohio,athens",64757,90.8,4.9,1.5,2.7
2018,"ohio,auglaize",45949,97.1,1.2,1.2,0.4
2019,"ohio,belmont",70400,93.6,5.3,0.6,0.4
2020,"ohio,brown",44846,97.2,1.8,0.6,0.2
2021,"ohio,butler",368130,84.3,9.5,4,2.4
2022,"ohio,carroll",28836,97.3,1.6,0.8,0.2
2023,"ohio,champaign",40097,94.1,4.1,1.1,0.4
2024,"ohio,clark",138333,85.3,11.3,2.8,0.6
2025,"ohio,clermont",197363,94.9,2.5,1.5,1
2026,"ohio,clinton",42040,93.9,4.1,1.3,0.5
2027,"ohio,columbiana",107841,94.9,3.5,1.2,0.3
2028,"ohio,coshocton",36901,96.6,2.2,0.8,0.3
2029,"ohio,crawford",43784,96.4,2,1.2,0.4
2030,"ohio,cuyahoga",1280122,61.4,31.8,4.8,2.6
2031,"ohio,darke",52959,97,1.4,1.2,0.3
2032,"ohio,defiance",39037,88,3.8,8.7,0.3
2033,"ohio,delaware",174214,88.4,5.2,2.1,4.3
2034,"ohio,erie",77079,84.9,11.4,3.4,0.6
2035,"ohio,fairfield",146156,89.2,7.9,1.7,1.1
2036,"ohio,fayette",29030,93.8,3.8,1.8,0.5
2037,"ohio,franklin",1163414,67.3,24.2,4.8,3.9
2038,"ohio,fulton",42698,90.3,1.9,7.8,0.4
2039,"ohio,gallia",30934,94.2,4.2,0.9,0.5
2040,"ohio,geauga",93389,96.1,2.1,1.1,0.6
2041,"ohio,greene",161573,85.1,9.8,2.1,2.9
2042,"ohio,guernsey",40087,95.5,3.3,0.9,0.3
2043,"ohio,hamilton",802374,67.6,27.8,2.6,2
2044,"ohio,hancock",74782,90.8,3.3,4.5,1.7
2045,"ohio,hardin",32058,96,2.1,1.3,0.6
2046,"ohio,harrison",15864,95.6,3.7,0.5,0.1
2047,"ohio,henry",28215,91.7,1.7,6.6,0.4
2048,"ohio,highland",43589,96,2.9,0.7,0.2
2049,"ohio,hocking",29380,97,1.9,0.7,0.2
2050,"ohio,holmes",42366,98.2,0.8,0.8,0.1
2051,"ohio,huron",59626,91.7,2.6,5.6,0.3
2052,"ohio,jackson",33225,96.6,1.9,0.8,0.3
2053,"ohio,jefferson",69709,91.1,7.3,1.1,0.4
2054,"ohio,knox",60921,96,2,1.2,0.6
2055,"ohio,lake",230041,90.9,4.7,3.4,1.1
2056,"ohio,lawrence",62450,95.4,3.4,0.7,0.4
2057,"ohio,licking",166492,92.4,5.3,1.4,0.7
2058,"ohio,logan",45858,94.6,3.5,1.2,0.5
2059,"ohio,lorain",301356,80.2,11.5,8.4,0.9
2060,"ohio,lucas",441815,71,22.1,6.1,1.5
2061,"ohio,madison",43435,89.8,8.1,1.4,0.5
2062,"ohio,mahoning",238823,77.6,17.7,4.7,0.7
2063,"ohio,marion",66501,89.8,7.4,2.3,0.5
2064,"ohio,medina",172332,95,2.4,1.6,1
2065,"ohio,meigs",23770,97.1,2,0.5,0.2
2066,"ohio,mercer",40814,96.7,1.2,1.5,0.4
2067,"ohio,miami",102506,93.6,3.8,1.3,1.2
2068,"ohio,monroe",14642,97.8,1.6,0.4,0.1
2069,"ohio,montgomery",535153,72.7,23.3,2.3,1.7
2070,"ohio,morgan",15054,92.8,6.1,0.6,0.1
2071,"ohio,morrow",34827,97,1.7,1.1,0.3
2072,"ohio,muskingum",86074,92.5,6.2,0.8,0.3
2073,"ohio,noble",14645,95.8,3.3,0.4,0.1
2074,"ohio,ottawa",41428,93.6,2.1,4.2,0.3
2075,"ohio,paulding",19614,93.5,2.5,4.3,0.2
2076,"ohio,perry",36058,97.5,1.6,0.5,0.1
2077,"ohio,pickaway",55698,93.8,4.6,1.1,0.4
2078,"ohio,pike",28709,96.2,2.5,0.7,0.2
2079,"ohio,portage",161419,91.4,5.8,1.3,1.4
2080,"ohio,preble",42270,97.2,1.6,0.6,0.4
2081,"ohio,putnam",34499,93.5,1.2,5.5,0.2
2082,"ohio,richland",124475,86.5,11.3,1.4,0.6
2083,"ohio,ross",78064,90.2,8.3,1,0.4
2084,"ohio,sandusky",60944,86.2,5.4,8.9,0.3
2085,"ohio,scioto",79499,93.8,4.4,1.1,0.3
2086,"ohio,seneca",56745,91.2,4.2,4.4,0.6
2087,"ohio,shelby",49423,93.9,3.7,1.3,0.9
2088,"ohio,stark",375586,87.7,9.8,1.6,0.7
2089,"ohio,summit",541781,79.7,16.5,1.6,2.2
2090,"ohio,trumbull",210312,88.1,10.1,1.3,0.5
2091,"ohio,tuscarawas",92582,95.7,2,1.9,0.3
2092,"ohio,union",52300,92.1,3.8,1.3,2.7
2093,"ohio,van wert",28744,95.2,2.3,2.6,0.2
2094,"ohio,vinton",13435,97.5,1.4,0.5,0.2
2095,"ohio,warren",212693,89,4.8,2.2,3.9
2096,"ohio,washington",61778,96,2.5,0.7,0.6
2097,"ohio,wayne",114520,94.7,2.9,1.6,0.8
2098,"ohio,williams",37642,93.7,2.2,3.7,0.6
2099,"ohio,wood",125488,90.1,4.1,4.5,1.5
2100,"ohio,wyandot",22615,96.1,1.2,2.2,0.6
2101,"oklahoma,adair",22683,42.1,10.8,5.3,0.6
2102,"oklahoma,alfalfa",5642,87.3,6.2,4,0.2
2103,"oklahoma,atoka",14182,72.8,10.8,2.9,0.4
2104,"oklahoma,beaver",5636,76.5,3.9,20.1,0.1
2105,"oklahoma,beckham",22119,78.9,6.8,11.8,0.8
2106,"oklahoma,blaine",11943,62.9,6.4,24.1,0.2
2107,"oklahoma,bryan",42416,73.8,8.6,5,0.5
2108,"oklahoma,caddo",29600,59.5,8.8,10.1,0.2
2109,"oklahoma,canadian",115541,79.7,6.7,6.7,3
2110,"oklahoma,carter",47557,72.5,13.3,5.3,1.1
2111,"oklahoma,cherokee",46987,50.2,10.4,6.3,0.6
2112,"oklahoma,choctaw",15205,63.7,17.5,2.8,0.3
2113,"oklahoma,cimarron",2475,76.5,2.1,20.8,0.3
2114,"oklahoma,cleveland",255755,75.7,9.8,7,3.8
2115,"oklahoma,coal",5925,73.1,8.3,2.6,0.2
2116,"oklahoma,comanche",124098,58.9,23.9,11.2,2.2
2117,"oklahoma,cotton",6193,79.2,7.5,5.6,0.2
2118,"oklahoma,craig",15029,65.6,11.5,2.5,0.7
2119,"oklahoma,creek",69967,78.4,8.9,3.1,0.3
2120,"oklahoma,custer",27469,73.4,6.9,13.9,1
2121,"oklahoma,delaware",41487,65.9,8.2,3,1.3
2122,"oklahoma,dewey",4810,86,3.5,4.8,0.7
2123,"oklahoma,ellis",4151,90.6,1.9,6,0.2
2124,"oklahoma,garfield",60580,80.5,6.5,8.8,1
2125,"oklahoma,garvin",27576,79,7.5,6.2,0.4
2126,"oklahoma,grady",52431,83.6,6.8,4.6,0.4
2127,"oklahoma,grant",4527,91.5,3.2,3.5,0.2
2128,"oklahoma,greer",6239,78.4,10.6,9.8,0.2
2129,"oklahoma,harmon",2922,62.9,11.3,25.9,0.4
2130,"oklahoma,harper",3685,80.2,2.4,17.5,0.2
2131,"oklahoma,haskell",12769,73.3,7.5,3.3,0.5
2132,"oklahoma,hughes",14003,66.8,12,3.8,0.2
2133,"oklahoma,jackson",26446,65.8,12.4,20.9,1.2
2134,"oklahoma,jefferson",6472,80.6,5.3,8.5,0.3
2135,"oklahoma,johnston",10957,71.7,9.9,3.9,0.2
2136,"oklahoma,kay",46562,77.6,7.1,6.4,0.5
2137,"oklahoma,kingfisher",15034,80,4.3,13.4,0.3
2138,"oklahoma,kiowa",9446,77.3,8.7,8.8,0.3
2139,"oklahoma,latimer",11154,69.2,8.5,2.6,0.3
2140,"oklahoma,le flore",50384,73.1,8,6.9,0.5
2141,"oklahoma,lincoln",34273,84.6,6.9,2.4,0.2
2142,"oklahoma,logan",41848,78.5,13.2,5.2,0.5
2143,"oklahoma,love",9423,76.3,6.7,11.8,0.5
2147,"oklahoma,mcclain",34506,81,6,7,0.4
2148,"oklahoma,mccurtain",33151,65.8,14.9,4.7,0.3
2149,"oklahoma,mcintosh",20252,69.4,10.3,1.9,0.3
2144,"oklahoma,major",7527,88.1,2.9,7.5,0.3
2145,"oklahoma,marshall",15840,69.8,7.6,14,0.2
2146,"oklahoma,mayes",41259,66.9,9.5,2.7,0.4
2150,"oklahoma,murray",13488,75.9,7.5,4.9,0.4
2151,"oklahoma,muskogee",70990,58.3,19.5,5.2,0.6
2152,"oklahoma,noble",11561,83.3,5.9,2.6,0.4
2153,"oklahoma,nowata",10536,67.8,11.3,2.3,0.1
2154,"oklahoma,okfuskee",12191,63.2,14.8,2.9,0.2
2155,"oklahoma,oklahoma",718633,59.3,20.7,15.1,3
2156,"oklahoma,okmulgee",40069,64.4,16.8,3.2,0.3
2157,"oklahoma,osage",47472,64.7,18.5,2.9,0.3
2158,"oklahoma,ottawa",31848,67.4,8.3,4.7,0.5
2159,"oklahoma,pawnee",16577,79.7,6.9,2,0.3
2160,"oklahoma,payne",77350,79.7,8.8,3.9,3.5
2161,"oklahoma,pittsburg",45837,71.9,10.9,3.9,0.4
2162,"oklahoma,pontotoc",37492,69.3,9.6,4.1,0.7
2163,"oklahoma,pottawatomie",69442,74.4,9.2,4.1,0.6
2164,"oklahoma,pushmataha",11572,73.9,6.4,2.4,0.2
2165,"oklahoma,roger mills",3647,87.3,2.7,4.5,0.3
2166,"oklahoma,rogers",86905,73.7,9.1,3.7,1.1
2167,"oklahoma,seminole",25482,67.2,11.7,3.5,0.3
2168,"oklahoma,sequoyah",42391,65.2,11,3.4,0.5
2169,"oklahoma,stephens",45048,82.5,6.7,6.2,0.5
2170,"oklahoma,texas",20640,52.8,4.4,42,1.6
2171,"oklahoma,tillman",7992,64.6,11.8,22.3,0.3
2172,"oklahoma,tulsa",603403,65.2,16.5,11,2.3
2173,"oklahoma,wagoner",73085,73.4,11.1,4.8,1.4
2174,"oklahoma,washington",50976,75.9,8.5,5,1.1
2175,"oklahoma,washita",11629,85.9,4.9,8.1,0.2
2176,"oklahoma,woods",8878,86.6,6,4.8,0.9
2177,"oklahoma,woodward",20081,82.8,4.2,10.6,0.6
2178,"oregon,baker",16134,92.6,2.7,3.3,0.5
2179,"oregon,benton",85579,83.6,4.5,6.4,5.2
2180,"oregon,clackamas",375992,84.5,4,7.7,3.7
2181,"oregon,clatsop",37039,87.2,3.4,7.7,1.2
2182,"oregon,columbia",49351,90.3,3.9,4,0.9
2183,"oregon,coos",63043,87,4.7,5.4,1
2184,"oregon,crook",20978,89.4,2.2,7,0.5
2185,"oregon,curry",22364,88.7,4,5.4,0.7
2186,"oregon,deschutes",157733,88.4,2.9,7.4,0.9
2187,"oregon,douglas",107667,89.5,3.5,4.7,1
2188,"oregon,gilliam",1871,92.2,1.5,4.7,0.2
2189,"oregon,grant",7445,93.4,2.5,2.8,0.3
2190,"oregon,harney",7422,89.6,3.2,4,0.5
2191,"oregon,hood river",22346,65.8,3.6,29.5,1.4
2192,"oregon,jackson",203206,83.7,4.2,10.7,1.2
2193,"oregon,jefferson",21720,61.8,4.4,19.3,0.4
2194,"oregon,josephine",82713,88.6,3.7,6.3,0.8
2195,"oregon,klamath",66380,81.1,4.8,10.4,0.9
2196,"oregon,lake",7895,87.1,3.8,6.9,0.7
2197,"oregon,lane",351715,84.7,5.1,7.4,2.4
2198,"oregon,lincoln",46034,84.4,4.2,7.9,1.1
2199,"oregon,linn",116672,87.1,3.7,7.8,1
2200,"oregon,malheur",31313,63.6,4.1,31.5,1.7
2201,"oregon,marion",315335,68.7,4.9,24.3,1.9
2202,"oregon,morrow",11173,64.6,3.1,31.3,0.9
2203,"oregon,multnomah",735334,72.1,10.2,10.9,6.5
2204,"oregon,polk",75403,80.5,4.4,12.1,1.9
2205,"oregon,sherman",1765,91.6,2,5.6,0.2
2206,"oregon,tillamook",25250,86.7,2.8,9,0.9
2207,"oregon,umatilla",75889,69.4,3.9,23.9,0.9
2208,"oregon,union",25748,90.9,2.8,3.9,0.8
2209,"oregon,wallowa",7008,94.5,2.3,2.2,0.3
2210,"oregon,wasco",25213,77.6,3,14.8,0.8
2211,"oregon,washington",529710,69.7,6.1,15.7,8.6
2212,"oregon,wheeler",1441,90.7,3.1,4.3,0.6
2213,"oregon,yamhill",99193,79.1,4.2,14.7,1.5
2214,"pennsylvania,adams",101407,90.6,2.9,6,0.7
2215,"pennsylvania,allegheny",1223348,80.6,15.1,1.6,2.8
2216,"pennsylvania,armstrong",68941,97.7,1.6,0.5,0.2
2217,"pennsylvania,beaver",170539,90.4,8,1.2,0.4
2218,"pennsylvania,bedford",49762,97.5,1.3,0.9,0.2
2219,"pennsylvania,berks",411442,76.9,7.4,16.4,1.3
2220,"pennsylvania,blair",127089,95.6,2.9,1,0.6
2221,"pennsylvania,bradford",62622,96.7,1.5,1.1,0.5
2222,"pennsylvania,bucks",625249,86.9,5.2,4.3,3.8
2223,"pennsylvania,butler",183862,95.9,2,1.1,1
2224,"pennsylvania,cambria",143679,93.3,4.9,1.4,0.5
2225,"pennsylvania,cameron",5085,98,1.1,0.4,0.3
2226,"pennsylvania,carbon",65249,93.7,2.7,3.3,0.5
2227,"pennsylvania,centre",153990,87.9,4.5,2.4,5.2
2228,"pennsylvania,chester",498886,82.1,7.9,6.5,3.9
2229,"pennsylvania,clarion",39988,96.8,2,0.6,0.5
2230,"pennsylvania,clearfield",81642,94.4,3.2,2.3,0.5
2231,"pennsylvania,clinton",39238,95.9,2.4,1.1,0.5
2232,"pennsylvania,columbia",67295,94.4,2.9,2,0.8
2233,"pennsylvania,crawford",88765,95.7,2.9,0.9,0.5
2234,"pennsylvania,cumberland",235406,89.4,5,2.7,3
2235,"pennsylvania,dauphin",268100,69.9,21.1,7,3.2
2236,"pennsylvania,delaware",558979,71.1,21.7,3,4.7
2237,"pennsylvania,elk",31946,98.1,0.9,0.6,0.3
2238,"pennsylvania,erie",280566,86.5,9.3,3.4,1.1
2239,"pennsylvania,fayette",136606,92.9,6,0.8,0.3
2240,"pennsylvania,forest",7716,75.8,18.6,5.4,0.2
2241,"pennsylvania,franklin",149618,90.2,5,4.3,0.9
2242,"pennsylvania,fulton",14845,96.9,2.1,0.8,0.1
2243,"pennsylvania,greene",38686,94.1,4.3,1.2,0.3
2244,"pennsylvania,huntingdon",45913,91.9,6.1,1.6,0.4
2245,"pennsylvania,indiana",88880,94.4,3.7,1.1,0.9
2246,"pennsylvania,jefferson",45200,97.9,1.1,0.6,0.2
2247,"pennsylvania,juniata",24636,95.7,1.6,2.5,0.3
2248,"pennsylvania,lackawanna",214437,89.7,4.1,5,1.7
2249,"pennsylvania,lancaster",519445,84.9,5.6,8.6,1.9
2250,"pennsylvania,lawrence",91108,93.2,5.5,1,0.4
2251,"pennsylvania,lebanon",133568,86.9,3.8,9.3,1.1
2252,"pennsylvania,lehigh",349497,71.6,9,18.8,2.9
2253,"pennsylvania,luzerne",320918,88.2,4.9,6.7,1
2254,"pennsylvania,lycoming",116111,91.9,6.2,1.3,0.6
2255,"pennsylvania,mckean",43450,94.5,3.3,1.7,0.4
2256,"pennsylvania,mercer",116638,91,7.3,1.1,0.6
2257,"pennsylvania,mifflin",46682,96.8,1.7,1.1,0.4
2258,"pennsylvania,monroe",169842,70.5,16,13.1,2.1
2259,"pennsylvania,montgomery",799874,79,10.6,4.3,6.4
2260,"pennsylvania,montour",18267,94.2,2.4,1.8,1.8
2261,"pennsylvania,northampton",297735,81,7.3,10.5,2.4
2262,"pennsylvania,northumberland",94528,94.3,3.1,2.4,0.4
2263,"pennsylvania,perry",45969,96.6,1.7,1.3,0.4
2264,"pennsylvania,philadelphia",1526006,36.9,46.2,12.3,6.3
2265,"pennsylvania,pike",57369,82.9,7.9,9,1
2266,"pennsylvania,potter",17457,97.4,1.2,1,0.3
2267,"pennsylvania,schuylkill",148289,93.2,3.7,2.8,0.5
2268,"pennsylvania,snyder",39702,96,1.9,1.7,0.5
2269,"pennsylvania,somerset",77742,95.5,3,1.1,0.3
2270,"pennsylvania,sullivan",6428,94.7,3.3,1.4,0.3
2271,"pennsylvania,susquehanna",43356,97.1,1.2,1.3,0.3
2272,"pennsylvania,tioga",41981,96.6,1.8,1,0.4
2273,"pennsylvania,union",44947,85.2,9,5.2,1.2
2274,"pennsylvania,venango",54984,96.5,2.2,0.9,0.4
2275,"pennsylvania,warren",41815,97.6,1.2,0.7,0.4
2276,"pennsylvania,washington",207820,93.4,4.8,1.1,0.6
2277,"pennsylvania,wayne",52822,92,4.2,3.4,0.5
2278,"pennsylvania,westmoreland",365169,94.8,3.6,0.9,0.7
2279,"pennsylvania,wyoming",28276,96.4,1.7,1.5,0.3
2280,"pennsylvania,york",434972,86.2,7.6,5.6,1.2
2281,"rhode island,bristol",49875,94.3,2.3,2,1.4
2282,"rhode island,kent",166158,91.6,3.3,3.2,2
2283,"rhode island,newport",82888,87.9,6.4,4.2,1.6
2284,"rhode island,providence",626667,66.1,12.6,18.8,3.7
2285,"rhode island,washington",126979,92.4,3,2.4,1.6
2286,"south carolina,abbeville",25417,69.1,29.4,1,0.3
2287,"south carolina,aiken",160099,67.8,26.5,4.9,0.8
2288,"south carolina,allendale",10419,23.1,74.5,2.3,0.4
2289,"south carolina,anderson",187126,78.8,17.6,2.9,0.8
2290,"south carolina,bamberg",15987,35.6,62.5,1.6,0.4
2291,"south carolina,barnwell",22621,51.8,45.7,1.8,0.6
2292,"south carolina,beaufort",162233,66.1,21.3,12.1,1.2
2293,"south carolina,berkeley",177843,63.9,27.7,6,2.3
2294,"south carolina,calhoun",15175,53.1,43.7,3,0.2
2295,"south carolina,charleston",350209,62,31.3,5.4,1.3
2296,"south carolina,cherokee",55342,74,21.8,3.7,0.6
2297,"south carolina,chester",33140,59.1,38.9,1.4,0.3
2298,"south carolina,chesterfield",46734,61.6,34.3,3.6,0.4
2299,"south carolina,clarendon",34971,46.2,50.9,2.6,0.6
2300,"south carolina,colleton",38892,55.9,40.5,2.8,0.3
2301,"south carolina,darlington",68681,55.3,42.7,1.7,0.3
2302,"south carolina,dillon",32062,47.3,47.7,2.6,0.2
2303,"south carolina,dorchester",136555,65.5,28.5,4.4,1.5
2304,"south carolina,edgefield",26985,56.3,38.5,5.2,0.4
2305,"south carolina,fairfield",23956,38,60.2,1.6,0.2
2306,"south carolina,florence",136885,54.1,42.4,2.2,1.2
2307,"south carolina,georgetown",60158,62,34.5,3.1,0.5
2308,"south carolina,greenville",451225,70.3,19.9,8.1,2
2309,"south carolina,greenwood",69661,61.3,32.5,5.4,0.8
2310,"south carolina,hampton",21090,41.2,55.1,3.5,0.5
